,id,title,languages,publishers_raw,publication_types,mesh_headings,urls_raw,issns_print,issns_electronic,is_periodical,is_english,urls,publishers,url_roots,url_domains,issn_electronic,issn_print,urls_generated_guideline_pages_inc_404s,urls_generated_guideline_pages,include
57,9434021,Acta microbiologica et immunologica Hungarica.,['eng'],"['Akadémiai Kiadó,', 'Akademiai Kiado']",['Periodical'],"['Allergy and Immunology', 'Microbiology']",['https://akjournals.com/view/journals/030/030-overview.xml'],['1217-8950'],['1588-2640'],True,True,['https://akjournals.com/view/journals/030/030-overview.xml'],"['Akadémiai Kiadó', 'Akademiai Kiado']",['akjournals.com'],['akjournals.com'],1588-2640,1217-8950,[],[],True
58,9811169,"Acta myologica : myopathies and cardiomyopathies : official journal of the Mediterranean Society of Myology 
             / edited by the Gaetano Conte Academy for the study of striated muscle diseases.",['eng'],['Gaetano Conte Academy'],['Periodical'],"['Cardiomyopathies', 'Muscular Diseases']","['https://www.ncbi.nlm.nih.gov/pmc/journals/1221/', 'http://www.actamyologica.it/']",['1128-2460'],['2532-1900'],True,True,['http://www.actamyologica.it/'],['Gaetano Conte Academy'],['www.actamyologica.it'],['actamyologica.it'],2532-1900,1128-2460,[],[],True
59,1246675,Acta neurobiologiae experimentalis.,['eng'],"['Polish Scientific Publishers.', 'Nencki Institute of Experimental Biology']",['Periodical'],"['Biology', 'Neurophysiology']",['http://www.ane.pl/home.php'],['0065-1400'],['1689-0035'],True,True,['http://www.ane.pl/home.php'],"['Polish Scientific Publishers.', 'Nencki Institute of Experimental Biology']",['www.ane.pl'],['ane.pl'],1689-0035,0065-1400,[],[],True
60,0151000,Acta neurochirurgica.,"['mul', 'eng', 'eng', 'mul']",['Springer.'],['Periodical'],['Neurosurgery'],['https://link.springer.com/journal/701'],['0001-6268'],['0942-0940'],True,True,['https://link.springer.com/journal/701'],['Springer.'],['link.springer.com'],['springer.com'],0942-0940,0001-6268,['https://www.springer.com/journal/701/submission-guidelines'],['https://www.springer.com/journal/701/submission-guidelines'],True
61,100962752,Acta neurochirurgica. Supplement.,['eng'],"['Springer-Verlag,']",['Periodical'],"['Neurosurgery', 'Neurosurgical Procedures']",['https://link.springer.com/bookseries/4'],['0065-1419'],[],True,True,['https://link.springer.com/bookseries/4'],['Springer-Verlag'],['link.springer.com'],['springer.com'],,0065-1419,[],[],True
62,0247035,Acta neurologica Belgica.,"['fre', 'eng']","['Acta Medica Belgica,', 'Springer']",['Periodical'],['Neurology'],['https://link.springer.com/journal/13760'],['0300-9009'],['2240-2993'],True,True,['https://link.springer.com/journal/13760'],"['Acta Medica Belgica', 'Springer']",['link.springer.com'],['springer.com'],2240-2993,0300-9009,['https://www.springer.com/journal/13760/submission-guidelines'],['https://www.springer.com/journal/13760/submission-guidelines'],True
63,0370336,Acta neurologica Scandinavica.,['eng'],"['Munksgaard', 'Wiley-Blackwell']",['Periodical'],['Neurology'],['http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1600-0404'],['0001-6314'],['1600-0404'],True,True,['http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1600-0404'],"['Munksgaard', 'Wiley-Blackwell']",['onlinelibrary.wiley.com'],['wiley.com'],1600-0404,0001-6314,['https://onlinelibrary.wiley.com/page/journal/10.1111/(issn)1600-0404/homepage/forauthors.html'],['https://onlinelibrary.wiley.com/page/journal/10.1111/(issn)1600-0404/homepage/forauthors.html'],True
64,9815355,Acta neurologica Taiwanica.,['eng'],"['Color Design,']",['Periodical'],"['Nervous System Diseases', 'Neurosciences', 'Neurosurgery']",['http://www.ant-tnsjournal.com/about/index003.asp'],['1028-768X'],[],True,True,['http://www.ant-tnsjournal.com/about/index003.asp'],['Color Design'],['www.ant-tnsjournal.com'],['ant-tnsjournal.com'],,1028-768X,[],[],True
65,0412041,Acta neuropathologica.,['eng'],['Springer Verlag'],['Periodical'],"['Neurology', 'Pathology']",['https://link.springer.com/journal/401'],['0001-6322'],['1432-0533'],True,True,['https://link.springer.com/journal/401'],['Springer Verlag'],['link.springer.com'],['springer.com'],1432-0533,0001-6322,['https://www.springer.com/journal/401/submission-guidelines'],['https://www.springer.com/journal/401/submission-guidelines'],True
66,101610673,Acta neuropathologica communications.,['eng'],"['BioMed Central,']",['Periodical'],"['Nervous System Diseases', 'Neurology', 'Pathology']","['https://www.ncbi.nlm.nih.gov/pmc/journals/2200', 'https://actaneurocomms.biomedcentral.com/']",[],['2051-5960'],True,True,['https://actaneurocomms.biomedcentral.com/'],['BioMed Central'],['actaneurocomms.biomedcentral.com'],['biomedcentral.com'],2051-5960,,[],[],True
67,9612501,Acta neuropsychiatrica.,['eng'],"['Interdisciplinair Genootschap voor Biologische Psychiatrie', 'Cambridge University Press']",['Periodical'],"['Biological Psychiatry', 'Neuropsychology']",['https://www.cambridge.org/core/journals/acta-neuropsychiatrica'],['0924-2708'],['1601-5215'],True,True,['https://www.cambridge.org/core/journals/acta-neuropsychiatrica'],"['Interdisciplinair Genootschap voor Biologische Psychiatrie', 'Cambridge University Press']",['www.cambridge.org'],['cambridge.org'],1601-5215,0924-2708,['https://www.cambridge.org/core/journals/acta-neuropsychiatrica/information/instructions-contributors'],['https://www.cambridge.org/core/journals/acta-neuropsychiatrica/information/instructions-contributors'],True
68,0370343,Acta obstetricia et gynecologica Scandinavica.,"['eng', 'ger', 'fre']","['Munksgaard', 'Wiley']",['Periodical'],"['Gynecology', 'Obstetrics']",['http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1600-0412/issues'],['0001-6349'],['1600-0412'],True,True,['http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1600-0412/issues'],"['Munksgaard', 'Wiley']",['onlinelibrary.wiley.com'],['wiley.com'],1600-0412,0001-6349,['https://onlinelibrary.wiley.com/page/journal/10.1111/(issn)1600-0412/homepage/forauthors.html'],['https://onlinelibrary.wiley.com/page/journal/10.1111/(issn)1600-0412/homepage/forauthors.html'],True
69,0370344,Acta odontologica Scandinavica.,['eng'],"['Norstedt', 'Taylor & Francis']",['Periodical'],['Dentistry'],['http://www.tandfonline.com/loi/iode20'],['0001-6357'],['1502-3850'],True,True,['http://www.tandfonline.com/loi/iode20'],"['Norstedt', 'Taylor & Francis']",['www.tandfonline.com'],['tandfonline.com'],1502-3850,0001-6357,['https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=iode20'],['https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=iode20'],True
70,8610218,Acta odontológica latinoamericana : AOL.,"['eng', 'spa']",['Acta Odontologica Latinoamericana'],['Periodical'],"['Dentistry', 'Research']","['http://www.actaodontologicalat.com/', 'http://www.scielo.org.ar/scielo.php?script=sci_serial&pid=1852-4834&lng=en&nrm=iso']",['0326-4815'],['1852-4834'],True,True,"['http://www.actaodontologicalat.com/', 'http://www.scielo.org.ar/scielo.php?script=sci_serial&pid=1852-4834&lng=en&nrm=iso']",['Acta Odontologica Latinoamericana'],"['www.actaodontologicalat.com', 'www.scielo.org.ar']","['actaodontologicalat.com', 'scielo.org.ar']",1852-4834,0326-4815,[],[],True
71,101194794,"Acta of bioengineering and biomechanics 
             / Wrocław University of Technology.",['eng'],"['Oficyna Wydawnicza Politechniki Wrocławskiej,']",['Periodical'],"['Biomechanical Phenomena', 'Biomedical Technology']",['http://www.actabio.pwr.wroc.pl/'],['1509-409X'],[],True,True,['http://www.actabio.pwr.wroc.pl/'],['Oficyna Wydawnicza Politechniki Wrocławskiej'],['www.actabio.pwr.wroc.pl'],['wroc.pl'],,1509-409X,[],[],True
72,8709065,Acta oncologica.,['eng'],"['Acta Oncologica,', 'Informa Healthcare']","['Periodical', 'Review']","['Medical Oncology', 'Neoplasms \n                 therapy', 'Physics', 'Radiation Effects']",['http://www.tandfonline.com/loi/ionc20'],['0284-186X'],['1651-226X'],True,True,['http://www.tandfonline.com/loi/ionc20'],"['Acta Oncologica', 'Informa Healthcare']",['www.tandfonline.com'],['tandfonline.com'],1651-226X,0284-186X,['https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=ionc20'],['https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=ionc20'],True
73,101468102,Acta ophthalmologica.,['eng'],"['Blackwell Munksgaard', 'Wiley-Blackwell']",['Periodical'],['Eye Diseases'],['http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1755-3768'],['1755-375X'],['1755-3768'],True,True,['http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1755-3768'],"['Blackwell Munksgaard', 'Wiley-Blackwell']",['onlinelibrary.wiley.com'],['wiley.com'],1755-3768,1755-375X,['https://onlinelibrary.wiley.com/page/journal/10.1111/(issn)1755-3768/homepage/forauthors.html'],['https://onlinelibrary.wiley.com/page/journal/10.1111/(issn)1755-3768/homepage/forauthors.html'],True
74,101485969,Acta ophthalmologica. Supplement.,['eng'],['Wiley-Blackwell Pub.'],['Periodical'],['Eye Diseases'],['http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1755-3768'],['1755-3776'],['1755-3784'],True,True,['http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1755-3768'],['Wiley-Blackwell Pub.'],['onlinelibrary.wiley.com'],['wiley.com'],1755-3784,1755-3776,['https://onlinelibrary.wiley.com/page/journal/10.1111/(issn)1755-3768/homepage/forauthors.html'],['https://onlinelibrary.wiley.com/page/journal/10.1111/(issn)1755-3768/homepage/forauthors.html'],True
75,101231512,Acta orthopaedica.,['eng'],"['Taylor & Francis,', 'Informa Healthcare']",['Periodical'],['Orthopedics'],"['http://www.tandfonline.com/loi/iort20', 'https://www.ncbi.nlm.nih.gov/pmc/journals/1106/']",['1745-3674'],['1745-3682'],True,True,['http://www.tandfonline.com/loi/iort20'],"['Taylor & Francis', 'Informa Healthcare']",['www.tandfonline.com'],['tandfonline.com'],1745-3682,1745-3674,['https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=iort20'],['https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=iort20'],True
76,2985165R,Acta orthopaedica Belgica.,['fre'],['Acta Medica Belgica'],['Periodical'],['Orthopedics'],"['http://www.actaorthopaedica.be', 'http://actaorthopaedica.be.ruby-001.x-plose.be']",['0001-6462'],[],True,False,"['http://www.actaorthopaedica.be', 'http://actaorthopaedica.be.ruby-001.x-plose.be']",['Acta Medica Belgica'],"['www.actaorthopaedica.be', 'actaorthopaedica.be.ruby-001.x-plose.be']","['actaorthopaedica.be', 'x-plose.be']",,0001-6462,[],[],False
77,9424806,Acta orthopaedica et traumatologica turcica.,"['tur', 'eng']","['Türk Ortopedi ve Travmatoloji Derneği', 'Turkish Association of Orthopaedics and Traumatology with publishing services by AVES']",['Periodical'],"['Orthopedic Procedures', 'Orthopedics', 'Traumatology', 'Wounds and Injuries \n                 therapy']","['https://www.ncbi.nlm.nih.gov/pmc/journals/3544/', 'http://www.aott.org.tr']",['1017-995X'],['2589-1294'],True,True,['http://www.aott.org.tr'],"['Türk Ortopedi ve Travmatoloji Derneği', 'Turkish Association of Orthopaedics and Traumatology with publishing services by AVES']",['www.aott.org.tr'],['aott.org.tr'],2589-1294,1017-995X,[],[],True
78,101244827,Acta orthopaedica. Supplementum.,['eng'],"['Taylor & Francis,']",['Periodical'],['Orthopedics'],['http://www.tandfonline.com/loi/iort20'],['1745-3690'],['1745-3704'],True,True,['http://www.tandfonline.com/loi/iort20'],['Taylor & Francis'],['www.tandfonline.com'],['tandfonline.com'],1745-3704,1745-3690,['https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=iort20'],['https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=iort20'],True
79,101190312,Acta ortopédica mexicana.,"['spa', 'eng']",['Sociedad Mexicana de Ortopedia'],['Periodical'],"['Orthopedics', 'Wounds and Injuries']",['http://www.medigraphic.com/actaortopedica/'],['2306-4102'],[],True,True,['http://www.medigraphic.com/actaortopedica/'],['Sociedad Mexicana de Ortopedia'],['www.medigraphic.com'],['medigraphic.com'],,2306-4102,[],[],True
80,0370354,Acta oto-laryngologica.,['eng'],"['Scandinavian University Press', 'Taylor & Francis']",['Periodical'],['Otolaryngology'],['http://www.tandfonline.com/loi/ioto20'],['0001-6489'],['1651-2251'],True,True,['http://www.tandfonline.com/loi/ioto20'],"['Scandinavian University Press', 'Taylor & Francis']",['www.tandfonline.com'],['tandfonline.com'],1651-2251,0001-6489,['https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=ioto20'],['https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=ioto20'],True
81,0370355,Acta oto-laryngologica.  Supplementum.,"['eng', 'fre', 'ger']",['Scandinavian University Press'],['Periodical'],['Otolaryngology'],['http://www.tandfonline.com/loi/ioto20'],['0365-5237'],[],True,True,['http://www.tandfonline.com/loi/ioto20'],['Scandinavian University Press'],['www.tandfonline.com'],['tandfonline.com'],,0365-5237,['https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=ioto20'],['https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=ioto20'],True
82,8213019,Acta otorhinolaryngologica Italica : organo ufficiale della Società italiana di otorinolaringologia e chirurgia cervico-facciale.,"['ita', 'eng']","['Pacini editore,']",['Periodical'],['Otolaryngology'],"['http://www.actaitalica.it/', 'https://www.ncbi.nlm.nih.gov/pmc/journals/559/']",['0392-100X'],['1827-675X'],True,True,['http://www.actaitalica.it/'],['Pacini editore'],['www.actaitalica.it'],['actaitalica.it'],1827-675X,0392-100X,[],[],True
83,14540260R,Acta otorrinolaringológica española.,"['spa', 'eng']","['Doyma', 'Elsevier España']",['Periodical'],['Otorhinolaryngologic Diseases'],['http://www.sciencedirect.com/science/journal/00016519'],['0001-6519'],['1988-3013'],True,True,['http://www.sciencedirect.com/science/journal/00016519'],"['Doyma', 'Elsevier España']",['www.sciencedirect.com'],['sciencedirect.com'],1988-3013,0001-6519,['https://www.elsevier.com/journals/00016519/0001-6519/guide-for-authors'],['https://www.elsevier.com/journals/00016519/0001-6519/guide-for-authors'],True
84,9205968,Acta paediatrica.,['eng'],"['Scandinavian University Press,', 'Wiley-Blackwell']",['Periodical'],['Pediatrics'],['http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1651-2227'],['0803-5253'],['1651-2227'],True,True,['http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1651-2227'],"['Scandinavian University Press', 'Wiley-Blackwell']",['onlinelibrary.wiley.com'],['wiley.com'],1651-2227,0803-5253,['https://onlinelibrary.wiley.com/page/journal/10.1111/(issn)1651-2227/homepage/forauthors.html'],['https://onlinelibrary.wiley.com/page/journal/10.1111/(issn)1651-2227/homepage/forauthors.html'],True
85,9301947,"Acta parasitologica 
             / Witold Stefański Institute of Parasitology, Warszawa, Poland.",['eng'],"['Witold Stefanski Institute Of Parasitology', 'Springer International Publishing']",['Periodical'],"['Parasites', 'Parasitology']","['https://link.springer.com/journal/11686', 'http://www.degruyter.com/view/j/ap?recentIssue=true']",['1230-2821'],['1896-1851'],True,True,"['https://link.springer.com/journal/11686', 'http://www.degruyter.com/view/j/ap?recentIssue=true']","['Witold Stefanski Institute Of Parasitology', 'Springer International Publishing']","['link.springer.com', 'www.degruyter.com']","['springer.com', 'degruyter.com']",1896-1851,1230-2821,['https://www.springer.com/journal/11686/submission-guidelines'],['https://www.springer.com/journal/11686/submission-guidelines'],True
86,9303678,"Acta pharmaceutica : a quarterly journal of Croatian Pharmaceutical Society and Slovenian Pharmaceutical Society, dealing with all branches of pharmacy and allied sciences.","['eng', 'hrv']","['Croatian Pharmaceutical Society,']",['Periodical'],['Pharmaceutical Preparations'],['http://versita.metapress.com/content/120507/'],['1330-0075'],['1846-9558'],True,True,['http://versita.metapress.com/content/120507/'],['Croatian Pharmaceutical Society'],['versita.metapress.com'],['metapress.com'],1846-9558,1330-0075,[],[],True
87,100956087,Acta pharmacologica Sinica.,"['eng', 'eng', 'chi']","['Science Press,', 'Nature Publishing Group']",['Periodical'],['Pharmacology'],"['https://www.ncbi.nlm.nih.gov/pmc/journals/2405/', 'http://www.nature.com/aps/index.html']",['1671-4083'],['1745-7254'],True,True,['http://www.nature.com/aps/index.html'],"['Science Press', 'Nature Publishing Group']",['www.nature.com'],['nature.com'],1745-7254,1671-4083,[],[],True
88,101262545,Acta physiologica,['eng'],"['Blackwell Pub.,', 'Wiley-Blackwell']",['Periodical'],['Physiological Phenomena'],['http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1748-1716'],['1748-1708'],['1748-1716'],True,True,['http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1748-1716'],"['Blackwell Pub.', 'Wiley-Blackwell']",['onlinelibrary.wiley.com'],['wiley.com'],1748-1716,1748-1708,['https://onlinelibrary.wiley.com/page/journal/10.1111/(issn)1748-1716/homepage/forauthors.html'],['https://onlinelibrary.wiley.com/page/journal/10.1111/(issn)1748-1716/homepage/forauthors.html'],True
89,0370364,Acta psychiatrica Scandinavica.,['eng'],"['Munksgaard International Publishers', 'Wiley-Blackwell']",['Periodical'],['Psychiatry'],['http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1600-0447'],['0001-690X'],['1600-0447'],True,True,['http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1600-0447'],"['Munksgaard International Publishers', 'Wiley-Blackwell']",['onlinelibrary.wiley.com'],['wiley.com'],1600-0447,0001-690X,['https://onlinelibrary.wiley.com/page/journal/10.1111/(issn)1600-0447/homepage/forauthors.html'],['https://onlinelibrary.wiley.com/page/journal/10.1111/(issn)1600-0447/homepage/forauthors.html'],True
